# Date and number of downloads of pcb-4.1.2.tar.gz
2018-05-13 	16
2018-05-14 	6
2018-05-15 	5
2018-05-16 	7
2018-05-17 	6
2018-05-18 	4
2018-05-19 	6
2018-05-20 	6
2018-05-21 	4
2018-05-22 	6
2018-05-23 	4
2018-05-24 	6
2018-05-25 	3
2018-05-26 	3
2018-05-27 	2
2018-05-28 	4
2018-05-29 	3
2018-05-30 	6
2018-05-31 	7
2018-06-01 	4
2018-06-02 	1
2018-06-03 	5
2018-06-04 	2
2018-06-05 	2
2018-06-06 	4
2018-06-07 	4
2018-06-08 	7
2018-06-09	6
2018-06-10	4
2018-06-11	2
2018-06-12	1
2018-06-13	5
2018-06-14	6
2018-06-15	2
2018-06-16	4
2018-06-17	3
2018-06-18	1
2018-06-19	2
2018-06-20	6
2018-06-21	2
2018-06-22	6
2018-06-23	4
2018-06-24	1
2018-06-25	2
2018-06-26	7
2018-06-27	4
2018-06-28	7
2018-06-29	6
2018-06-30	2
2018-07-01	4
2018-07-02	6
2018-07-03	5
2018-07-04	4
2018-07-05	6
2018-07-06	3
2018-07-07	2
2018-07-08	10
2018-07-09	5
2018-07-10	6
2018-07-11	3
2018-07-12	3
2018-07-13	8
2018-07-14	2
2018-07-15	3
2018-07-16	1
2018-07-17	7
2018-07-18	1
2018-07-19	3
2018-07-20	4
2018-07-21	3
2018-07-22	0
2018-07-23	2
2018-07-24	9
2018-07-25	5
2018-07-26	3
2018-07-27	5
2018-07-28	4
2018-07-29	4
2018-07-30	5
2018-07-31	8
2018-08-01	2
2018-08-02	3
2018-08-03	8
2018-08-04	9
2018-08-05	4
2018-08-06	3
2018-08-07	3
2018-08-08	4
2018-08-09	31
2018-08-10	3
2018-08-11	6
2018-08-12	6
2018-08-13	8
2018-08-14	1
2018-08-15	5
e
# EOF
